,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,FIPS
510,MONTANA,Richland,2018,364,298,65,1,0,0,0,139,58,41,0,0,287,77,0,
511,MONTANA,Roosevelt,2018,105,93,10,2,0,0,0,134,52,17,0,0,0,105,0,
512,MONTANA,Rosebud,2018,365,302,61,2,0,0,0,133,57,38,0,0,266,77,22,
513,MONTANA,Sanders,2018,365,256,95,14,0,0,0,148,73,37,0,0,0,353,12,
514,MONTANA,Sheridan,2018,112,99,12,1,0,0,0,118,52,20,0,0,0,112,0,
515,MONTANA,Silver Bow,2018,363,284,78,1,0,0,0,120,61,25,0,0,0,242,121,
516,MONTANA,Yellowstone,2018,345,251,91,2,1,0,0,155,60,37,0,0,0,345,0,
517,NEBRASKA,Cass,2018,337,332,5,0,0,0,0,57,31,15,0,0,0,0,337,
518,NEBRASKA,Douglas,2018,365,198,163,4,0,0,0,108,67,47,0,0,155,199,11,
519,NEBRASKA,Hall,2018,111,92,19,0,0,0,0,72,54,30,0,0,0,111,0,
520,NEBRASKA,Knox,2018,357,329,28,0,0,0,0,93,48,34,0,0,357,0,0,
521,NEBRASKA,Lancaster,2018,289,239,50,0,0,0,0,80,55,36,0,0,217,72,0,
522,NEBRASKA,Sarpy,2018,349,205,144,0,0,0,0,94,61,46,0,0,0,349,0,
523,NEBRASKA,Scotts Bluff,2018,116,91,25,0,0,0,0,74,54,29,0,0,0,116,0,
524,NEBRASKA,Thomas,2018,114,104,10,0,0,0,0,79,47,21,0,0,0,114,0,
525,NEBRASKA,Washington,2018,116,86,30,0,0,0,0,95,58,39,0,0,0,116,0,
526,NEVADA,Carson City,2018,365,243,114,5,3,0,0,163,64,46,0,0,284,81,0,
527,NEVADA,Churchill,2018,332,256,71,5,0,0,0,129,67,44,0,0,332,0,0,
528,NEVADA,Clark,2018,365,104,212,48,1,0,0,155,108,63,0,34,216,103,12,
529,NEVADA,Douglas,2018,362,291,61,6,2,2,0,229,60,21,0,0,0,362,0,
530,NEVADA,Elko,2018,346,296,46,4,0,0,0,126,61,19,0,0,77,24,245,
531,NEVADA,Lyon,2018,362,304,50,8,0,0,0,133,58,40,0,0,362,0,0,
532,NEVADA,Nye,2018,365,350,15,0,0,0,0,99,32,18,0,0,0,0,365,
533,NEVADA,Washoe,2018,365,177,169,19,0,0,0,146,80,51,0,2,240,107,16,
534,NEVADA,White Pine,2018,355,259,90,6,0,0,0,108,71,44,0,0,348,7,0,
535,NEW HAMPSHIRE,Belknap,2018,283,257,26,0,0,0,0,80,49,33,0,0,200,83,0,
536,NEW HAMPSHIRE,Cheshire,2018,365,300,65,0,0,0,0,86,55,36,0,0,224,141,0,
537,NEW HAMPSHIRE,Coos,2018,271,222,46,3,0,0,0,115,64,44,0,0,224,47,0,
538,NEW HAMPSHIRE,Grafton,2018,365,294,71,0,0,0,0,90,55,39,0,0,184,181,0,
539,NEW HAMPSHIRE,Hillsborough,2018,365,327,38,0,0,0,0,97,51,37,1,0,335,29,0,
540,NEW HAMPSHIRE,Merrimack,2018,213,203,10,0,0,0,0,87,47,38,0,0,213,0,0,
541,NEW HAMPSHIRE,Rockingham,2018,365,309,53,3,0,0,0,115,55,39,0,0,248,117,0,
542,NEW JERSEY,Atlantic,2018,365,277,87,1,0,0,0,112,56,41,0,0,183,182,0,
543,NEW JERSEY,Bergen,2018,365,153,198,12,2,0,0,164,76,53,1,42,56,266,0,
544,NEW JERSEY,Camden,2018,365,166,194,5,0,0,0,140,71,52,1,6,94,264,0,
545,NEW JERSEY,Cumberland,2018,365,241,124,0,0,0,0,93,60,43,0,14,107,244,0,
546,NEW JERSEY,Essex,2018,364,219,141,3,1,0,0,177,67,43,2,24,121,217,0,
547,NEW JERSEY,Gloucester,2018,276,212,57,7,0,0,0,147,67,40,0,0,215,61,0,
548,NEW JERSEY,Hudson,2018,365,190,166,7,2,0,0,174,69,49,0,50,90,225,0,
549,NEW JERSEY,Hunterdon,2018,352,236,111,3,2,0,0,179,65,43,0,0,161,191,0,
550,NEW JERSEY,Mercer,2018,365,229,129,6,1,0,0,187,67,43,0,0,158,207,0,
551,NEW JERSEY,Middlesex,2018,365,239,120,6,0,0,0,133,65,42,0,9,153,203,0,
552,NEW JERSEY,Monmouth,2018,245,220,25,0,0,0,0,100,51,33,0,0,245,0,0,
553,NEW JERSEY,Morris,2018,365,319,41,5,0,0,0,136,56,35,0,12,315,38,0,
554,NEW JERSEY,Ocean,2018,349,264,77,8,0,0,0,143,61,39,0,0,171,178,0,
555,NEW JERSEY,Passaic,2018,277,220,54,3,0,0,0,150,64,39,0,0,200,77,0,
556,NEW JERSEY,Union,2018,365,156,209,0,0,0,0,96,64,52,0,18,0,347,0,
557,NEW JERSEY,Warren,2018,357,250,106,1,0,0,0,112,64,40,0,19,102,236,0,
558,NEW MEXICO,Bernalillo,2018,365,137,209,18,1,0,0,165,90,57,0,0,223,103,39,
559,NEW MEXICO,Catron,2018,117,117,0,0,0,0,0,49,28,11,0,0,0,117,0,
560,NEW MEXICO,Chaves,2018,118,102,16,0,0,0,0,62,52,28,0,0,0,118,0,
561,NEW MEXICO,Dona Ana,2018,365,121,212,28,4,0,0,187,100,58,0,2,241,81,41,
562,NEW MEXICO,Eddy,2018,365,210,135,17,3,0,0,185,90,48,0,7,349,9,0,
563,NEW MEXICO,Lea,2018,365,193,166,6,0,0,0,143,80,50,0,1,244,120,0,
564,NEW MEXICO,Lincoln,2018,116,113,3,0,0,0,0,58,30,15,0,0,0,116,0,
565,NEW MEXICO,Los Alamos,2018,120,120,0,0,0,0,0,43,31,13,0,0,0,120,0,
566,NEW MEXICO,Luna,2018,357,343,11,3,0,0,0,137,32,16,0,0,0,0,357,
567,NEW MEXICO,Rio Arriba,2018,362,246,113,3,0,0,0,126,77,46,0,0,360,2,0,
568,NEW MEXICO,San Juan,2018,365,213,136,16,0,0,0,129,93,47,0,2,363,0,0,
569,NEW MEXICO,Sandoval,2018,354,223,119,12,0,0,0,119,84,45,0,0,348,3,3,
570,NEW MEXICO,Santa Fe,2018,365,276,86,3,0,0,0,122,67,44,0,0,343,22,0,
571,NEW MEXICO,Socorro,2018,112,107,5,0,0,0,0,61,39,18,0,0,0,112,0,
572,NEW MEXICO,Taos,2018,365,319,46,0,0,0,0,69,52,30,0,0,0,365,0,
573,NEW MEXICO,Valencia,2018,359,238,116,5,0,0,0,108,80,45,0,0,359,0,0,
574,NEW YORK,Albany,2018,365,250,113,2,0,0,0,112,63,42,0,0,142,223,0,
575,NEW YORK,Bronx,2018,365,229,127,9,0,0,0,150,65,44,0,51,142,172,0,
576,NEW YORK,Chautauqua,2018,358,300,54,4,0,0,0,126,61,37,0,0,323,35,0,
577,NEW YORK,Dutchess,2018,349,327,20,1,1,0,0,156,46,31,0,0,349,0,0,
578,NEW YORK,Erie,2018,365,220,143,2,0,0,0,112,67,45,0,5,124,236,0,
579,NEW YORK,Essex,2018,365,317,46,2,0,0,0,108,54,41,0,0,348,17,0,
580,NEW YORK,Hamilton,2018,352,341,11,0,0,0,0,97,45,33,0,0,352,0,0,
581,NEW YORK,Herkimer,2018,245,233,12,0,0,0,0,93,48,36,0,0,245,0,0,
582,NEW YORK,Jefferson,2018,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,
583,NEW YORK,Kings,2018,365,271,94,0,0,0,0,82,56,34,0,0,0,365,0,
584,NEW YORK,Monroe,2018,365,248,113,4,0,0,0,108,61,42,0,1,142,222,0,
585,NEW YORK,Nassau,2018,365,305,60,0,0,0,0,93,54,28,0,0,0,365,0,
586,NEW YORK,New York,2018,365,176,178,10,1,0,0,151,70,51,0,0,85,280,0,
587,NEW YORK,Niagara,2018,320,294,25,1,0,0,0,101,50,34,0,0,320,0,0,
588,NEW YORK,Oneida,2018,364,311,53,0,0,0,0,74,53,24,0,0,0,364,0,
589,NEW YORK,Onondaga,2018,364,297,65,2,0,0,0,115,58,37,0,0,259,105,0,
590,NEW YORK,Orange,2018,365,279,85,1,0,0,0,147,57,39,0,0,207,158,0,
591,NEW YORK,Oswego,2018,350,324,25,1,0,0,0,112,47,32,0,0,350,0,0,
592,NEW YORK,Putnam,2018,337,317,18,1,1,0,0,151,45,31,0,0,337,0,0,
593,NEW YORK,Queens,2018,365,229,128,8,0,0,0,140,64,45,0,35,121,209,0,
594,NEW YORK,Richmond,2018,363,229,128,6,0,0,0,136,64,42,0,0,101,262,0,
595,NEW YORK,Rockland,2018,365,301,58,5,0,1,0,210,57,38,0,0,252,113,0,
596,NEW YORK,Saratoga,2018,361,341,19,1,0,0,0,119,45,31,0,0,361,0,0,
597,NEW YORK,Steuben,2018,363,313,50,0,0,0,0,87,52,34,3,0,263,97,0,
598,NEW YORK,Suffolk,2018,365,254,100,10,1,0,0,172,62,43,0,0,222,143,0,
599,NEW YORK,Tompkins,2018,360,332,27,1,0,0,0,101,47,33,0,0,360,0,0,
600,NEW YORK,Wayne,2018,239,210,25,4,0,0,0,115,58,38,0,0,239,0,0,
601,NEW YORK,Westchester,2018,365,295,58,11,1,0,0,169,61,38,0,0,255,110,0,
602,NORTH CAROLINA,Alexander,2018,233,198,35,0,0,0,0,100,58,40,0,0,233,0,0,
603,NORTH CAROLINA,Avery,2018,357,319,38,0,0,0,0,87,51,38,0,0,329,28,0,
604,NORTH CAROLINA,Buncombe,2018,364,261,103,0,0,0,0,93,58,40,0,0,134,230,0,
605,NORTH CAROLINA,Caldwell,2018,244,209,35,0,0,0,0,93,58,39,0,0,244,0,0,
606,NORTH CAROLINA,Carteret,2018,222,202,20,0,0,0,0,77,49,38,0,0,222,0,0,
607,NORTH CAROLINA,Caswell,2018,232,198,34,0,0,0,0,97,58,40,0,0,232,0,0,
608,NORTH CAROLINA,Catawba,2018,352,226,126,0,0,0,0,80,60,43,0,0,0,352,0,
609,NORTH CAROLINA,Cumberland,2018,349,240,109,0,0,0,0,100,60,42,0,0,137,207,5,
610,NORTH CAROLINA,Davidson,2018,353,185,168,0,0,0,0,79,61,49,0,0,0,353,0,
611,NORTH CAROLINA,Durham,2018,358,191,167,0,0,0,0,100,62,48,0,0,94,264,0,
612,NORTH CAROLINA,Edgecombe,2018,354,286,68,0,0,0,0,80,55,36,0,0,133,221,0,
613,NORTH CAROLINA,Forsyth,2018,365,189,174,2,0,0,0,101,68,50,0,1,118,246,0,
614,NORTH CAROLINA,Graham,2018,195,165,30,0,0,0,0,93,64,43,0,0,195,0,0,
615,NORTH CAROLINA,Granville,2018,233,193,40,0,0,0,0,93,61,42,0,0,233,0,0,
616,NORTH CAROLINA,Guilford,2018,355,238,116,1,0,0,0,105,64,44,0,0,151,191,13,
617,NORTH CAROLINA,Haywood,2018,280,221,58,1,0,0,0,105,67,44,0,0,240,40,0,
618,NORTH CAROLINA,Hyde,2018,109,103,6,0,0,0,0,59,42,26,0,0,0,109,0,
619,NORTH CAROLINA,Jackson,2018,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0,
620,NORTH CAROLINA,Johnston,2018,354,228,126,0,0,0,0,90,59,44,0,0,87,267,0,
621,NORTH CAROLINA,Lee,2018,210,95,115,0,0,0,0,85,63,52,0,0,76,134,0,
622,NORTH CAROLINA,Lenoir,2018,278,249,28,1,0,0,0,108,51,36,0,0,222,0,56,
623,NORTH CAROLINA,Lincoln,2018,225,184,41,0,0,0,0,90,58,41,0,0,225,0,0,
624,NORTH CAROLINA,Macon,2018,356,340,16,0,0,0,0,93,45,31,0,0,356,0,0,
625,NORTH CAROLINA,Martin,2018,289,261,28,0,0,0,0,80,50,34,0,0,224,0,65,
626,NORTH CAROLINA,Mecklenburg,2018,360,173,182,5,0,0,0,108,71,51,1,2,124,233,0,
627,NORTH CAROLINA,Mitchell,2018,355,287,68,0,0,0,0,80,54,27,0,0,0,355,0,
628,NORTH CAROLINA,Montgomery,2018,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0,
629,NORTH CAROLINA,New Hanover,2018,329,302,27,0,0,0,0,77,50,31,0,0,188,141,0,
630,NORTH CAROLINA,Person,2018,233,206,27,0,0,0,0,97,54,40,0,0,233,0,0,
631,NORTH CAROLINA,Pitt,2018,345,259,86,0,0,0,0,87,56,41,0,0,120,225,0,
632,NORTH CAROLINA,Rockingham,2018,233,190,43,0,0,0,0,90,58,42,0,0,233,0,0,
633,NORTH CAROLINA,Rowan,2018,336,322,14,0,0,0,0,74,48,35,0,0,336,0,0,
634,NORTH CAROLINA,Swain,2018,363,255,108,0,0,0,0,81,58,42,0,0,119,244,0,
635,NORTH CAROLINA,Union,2018,189,143,43,3,0,0,0,122,67,44,0,0,189,0,0,
636,NORTH CAROLINA,Wake,2018,361,152,209,0,0,0,0,90,65,52,1,0,77,283,0,
637,NORTH CAROLINA,Yancey,2018,230,184,46,0,0,0,0,84,64,44,0,0,230,0,0,
638,NORTH DAKOTA,Billings,2018,361,311,50,0,0,0,0,90,54,38,0,0,282,79,0,
639,NORTH DAKOTA,Burke,2018,361,311,49,1,0,0,0,108,54,34,0,0,298,62,1,
640,NORTH DAKOTA,Burleigh,2018,365,247,114,2,2,0,0,153,61,41,4,4,116,240,1,
641,NORTH DAKOTA,Cass,2018,360,271,88,1,0,0,0,121,58,39,0,3,183,169,5,
642,NORTH DAKOTA,Dunn,2018,349,297,52,0,0,0,0,90,54,35,0,0,262,86,1,
643,NORTH DAKOTA,Mckenzie,2018,355,293,62,0,0,0,0,93,57,38,0,0,255,99,1,
644,NORTH DAKOTA,Mercer,2018,365,305,58,2,0,0,0,111,58,38,0,6,248,111,0,
645,NORTH DAKOTA,Oliver,2018,360,286,71,3,0,0,0,122,61,39,0,0,254,104,2,
646,NORTH DAKOTA,Ward,2018,360,316,41,3,0,0,0,112,54,34,0,0,171,178,11,
647,NORTH DAKOTA,Williams,2018,360,291,69,0,0,0,0,100,59,38,0,0,208,150,2,
648,OHIO,Adams,2018,333,288,45,0,0,0,0,70,53,31,0,0,0,333,0,
649,OHIO,Allen,2018,356,260,91,5,0,0,0,119,61,42,0,0,186,170,0,
650,OHIO,Ashtabula,2018,244,208,33,3,0,0,0,129,61,39,0,0,244,0,0,
651,OHIO,Athens,2018,94,75,19,0,0,0,0,62,55,37,0,0,0,94,0,
652,OHIO,Belmont,2018,365,331,34,0,0,0,0,72,48,18,2,251,0,110,2,
653,OHIO,Butler,2018,365,241,118,6,0,0,0,140,71,42,0,0,272,90,3,
654,OHIO,Clark,2018,362,170,188,4,0,0,0,140,69,52,0,0,105,257,0,
655,OHIO,Clermont,2018,356,245,109,2,0,0,0,101,64,44,0,0,171,185,0,
656,OHIO,Clinton,2018,245,202,42,1,0,0,0,112,64,41,0,0,245,0,0,
657,OHIO,Columbiana,2018,63,63,0,0,0,0,0,30,21,12,0,0,0,0,63,
658,OHIO,Cuyahoga,2018,365,165,189,11,0,0,0,133,77,53,0,5,143,210,7,
659,OHIO,Delaware,2018,244,212,32,0,0,0,0,100,54,39,0,0,244,0,0,
660,OHIO,Fayette,2018,364,337,27,0,0,0,0,80,49,35,0,0,364,0,0,
661,OHIO,Franklin,2018,365,210,153,2,0,0,0,122,66,47,0,11,128,224,2,
662,OHIO,Geauga,2018,245,196,40,9,0,0,0,129,77,42,0,0,245,0,0,
663,OHIO,Greene,2018,363,210,152,1,0,0,0,122,64,47,0,0,121,242,0,
664,OHIO,Hamilton,2018,365,97,260,7,1,0,0,159,76,57,0,6,91,268,0,
665,OHIO,Harrison,2018,145,134,11,0,0,0,0,65,41,3,103,0,0,40,2,
666,OHIO,Jefferson,2018,344,96,246,2,0,0,0,108,70,55,0,0,44,300,0,
667,OHIO,Knox,2018,245,208,36,1,0,0,0,115,64,40,0,0,245,0,0,
668,OHIO,Lake,2018,365,258,98,9,0,0,0,126,66,42,0,0,164,201,0,
669,OHIO,Lawrence,2018,365,271,92,2,0,0,0,119,58,42,0,0,115,250,0,
670,OHIO,Licking,2018,245,210,35,0,0,0,0,100,54,40,0,0,245,0,0,
671,OHIO,Lorain,2018,365,255,109,1,0,0,0,101,61,41,0,0,126,239,0,
672,OHIO,Lucas,2018,348,215,123,9,1,0,0,151,66,45,0,0,153,195,0,
673,OHIO,Madison,2018,244,209,34,1,0,0,0,101,58,41,0,0,244,0,0,
674,OHIO,Mahoning,2018,365,242,123,0,0,0,0,90,59,43,0,0,79,286,0,
675,OHIO,Medina,2018,365,240,125,0,0,0,0,100,63,42,0,0,139,226,0,
676,OHIO,Miami,2018,245,207,37,1,0,0,0,140,61,40,0,0,245,0,0,
677,OHIO,Montgomery,2018,363,193,166,4,0,0,0,129,66,49,4,0,139,220,0,
678,OHIO,Noble,2018,343,309,34,0,0,0,0,97,50,36,0,0,295,48,0,
679,OHIO,Portage,2018,279,214,65,0,0,0,0,100,63,39,0,0,211,68,0,
680,OHIO,Preble,2018,365,186,178,1,0,0,0,107,64,50,0,0,116,249,0,
681,OHIO,Scioto,2018,365,338,27,0,0,0,0,84,43,13,0,0,0,114,251,
682,OHIO,Stark,2018,365,176,186,3,0,0,0,108,71,51,0,0,117,248,0,
683,OHIO,Summit,2018,365,200,164,1,0,0,0,105,67,48,0,0,104,261,0,
684,OHIO,Trumbull,2018,353,254,95,4,0,0,0,108,64,42,0,0,195,158,0,
685,OHIO,Warren,2018,358,201,152,5,0,0,0,136,67,48,0,0,140,218,0,
686,OHIO,Washington,2018,245,216,26,3,0,0,0,105,54,39,0,0,245,0,0,
687,OHIO,Wood,2018,245,213,30,2,0,0,0,115,61,38,0,0,245,0,0,
688,OKLAHOMA,Adair,2018,365,263,100,2,0,0,0,145,61,42,0,0,183,178,4,
689,OKLAHOMA,Bryan,2018,301,257,41,3,0,0,0,119,58,38,0,0,301,0,0,
690,OKLAHOMA,Canadian,2018,360,300,54,6,0,0,0,150,64,36,0,0,360,0,0,
691,OKLAHOMA,Carter,2018,356,227,127,2,0,0,0,128,60,41,0,0,0,356,0,
692,OKLAHOMA,Choctaw,2018,272,254,18,0,0,0,0,93,49,37,0,0,272,0,0,
693,OKLAHOMA,Cleveland,2018,365,159,200,6,0,0,0,121,71,52,0,0,112,253,0,
694,OKLAHOMA,Comanche,2018,365,240,121,4,0,0,0,122,67,44,0,0,231,134,0,
695,OKLAHOMA,Creek,2018,344,303,40,1,0,0,0,115,51,36,0,0,344,0,0,
696,OKLAHOMA,Custer,2018,364,355,8,1,0,0,0,104,31,16,0,0,0,0,364,
697,OKLAHOMA,Dewey,2018,362,212,143,7,0,0,0,115,74,47,0,0,179,183,0,
698,OKLAHOMA,Jefferson,2018,267,198,64,4,1,0,0,151,71,43,0,0,267,0,0,
699,OKLAHOMA,Kay,2018,365,181,182,2,0,0,0,114,64,51,0,0,56,309,0,
700,OKLAHOMA,Le Flore,2018,34,30,4,0,0,0,0,62,52,34,0,0,0,34,0,
701,OKLAHOMA,Love,2018,272,205,60,7,0,0,0,129,74,43,0,0,272,0,0,
702,OKLAHOMA,Mayes,2018,261,228,32,1,0,0,0,140,54,37,0,0,261,0,0,
703,OKLAHOMA,Mcclain,2018,321,264,54,3,0,0,0,119,61,38,0,0,321,0,0,
704,OKLAHOMA,Muskogee,2018,347,315,30,1,1,0,0,196,49,19,0,0,0,0,347,
705,OKLAHOMA,Nowata,2018,354,186,168,0,0,0,0,97,66,48,0,0,116,238,0,
706,OKLAHOMA,Oklahoma,2018,365,160,196,9,0,0,0,147,75,52,0,3,118,242,2,
707,OKLAHOMA,Osage,2018,359,303,49,7,0,0,0,143,64,36,0,0,359,0,0,
708,OKLAHOMA,Ottawa,2018,365,156,208,1,0,0,0,107,66,52,0,0,60,304,1,
709,OKLAHOMA,Pittsburg,2018,363,232,130,1,0,0,0,108,68,46,0,0,158,205,0,
710,OKLAHOMA,Sequoyah,2018,363,259,104,0,0,0,0,90,59,41,0,3,159,201,0,
711,OKLAHOMA,Tulsa,2018,365,117,240,7,1,0,0,192,77,56,0,1,74,290,0,
712,OKLAHOMA,Washington,2018,8,4,4,0,0,0,0,65,65,53,0,0,2,6,0,
713,OREGON,Baker,2018,347,273,72,1,1,0,0,172,57,32,0,0,0,347,0,
714,OREGON,Benton,2018,362,313,47,2,0,0,0,119,53,22,0,0,0,362,0,
715,OREGON,Clackamas,2018,212,174,32,5,1,0,0,170,71,37,0,0,95,117,0,
716,OREGON,Columbia,2018,363,330,29,4,0,0,0,136,49,28,0,0,104,259,0,
717,OREGON,Crook,2018,363,251,105,5,2,0,0,169,70,34,0,0,0,363,0,
718,OREGON,Deschutes,2018,363,273,76,9,4,1,0,205,66,27,0,0,0,363,0,
719,OREGON,Douglas,2018,336,256,78,2,0,0,0,135,61,29,0,0,0,336,0,
720,OREGON,Grant,2018,362,206,153,1,2,0,0,176,66,45,0,0,0,362,0,
721,OREGON,Harney,2018,362,220,136,4,2,0,0,174,70,39,0,0,0,362,0,
722,OREGON,Jackson,2018,364,190,132,11,25,6,0,258,121,48,0,0,76,288,0,
723,OREGON,Jefferson,2018,184,96,82,5,1,0,0,156,72,49,0,0,0,184,0,
724,OREGON,Josephine,2018,363,195,129,17,21,1,0,210,112,47,0,0,0,363,0,
725,OREGON,Klamath,2018,360,184,136,12,20,8,0,249,114,49,0,0,0,360,0,
726,OREGON,Lake,2018,358,244,92,13,9,0,0,191,82,34,0,0,0,358,0,
727,OREGON,Lane,2018,365,213,144,7,1,0,0,156,74,44,0,0,72,292,1,
728,OREGON,Linn,2018,365,254,106,5,0,0,0,122,66,36,0,0,0,365,0,
729,OREGON,Marion,2018,361,271,84,6,0,0,0,125,61,35,0,0,122,239,0,
730,OREGON,Multnomah,2018,365,272,84,8,1,0,0,152,63,37,0,12,178,175,0,
731,OREGON,Umatilla,2018,333,257,68,5,2,1,0,254,64,36,0,0,88,245,0,
732,OREGON,Union,2018,362,282,74,5,1,0,0,192,59,32,0,0,0,361,1,
733,OREGON,Wallowa,2018,329,251,76,2,0,0,0,118,60,28,0,0,0,329,0,
734,OREGON,Wasco,2018,334,256,73,4,1,0,0,156,59,37,0,0,47,284,3,
735,OREGON,Washington,2018,365,260,98,7,0,0,0,150,64,36,0,25,102,238,0,
736,PENNSYLVANIA,Adams,2018,365,243,120,2,0,0,0,105,64,44,0,0,191,174,0,
737,PENNSYLVANIA,Allegheny,2018,365,92,260,12,1,0,0,154,84,58,0,0,58,307,0,
738,PENNSYLVANIA,Armstrong,2018,360,245,114,1,0,0,0,143,61,42,0,0,157,203,0,
739,PENNSYLVANIA,Beaver,2018,365,169,190,6,0,0,0,136,73,52,0,1,134,230,0,
740,PENNSYLVANIA,Berks,2018,365,226,134,5,0,0,0,117,70,44,0,0,173,192,0,
741,PENNSYLVANIA,Blair,2018,359,244,114,1,0,0,0,132,63,42,0,0,186,173,0,
742,PENNSYLVANIA,Bradford,2018,356,273,83,0,0,0,0,97,58,37,0,2,203,151,0,
743,PENNSYLVANIA,Bucks,2018,333,288,33,9,3,0,0,164,64,33,0,0,333,0,0,
744,PENNSYLVANIA,Cambria,2018,363,230,133,0,0,0,0,93,61,44,0,0,116,245,2,
745,PENNSYLVANIA,Centre,2018,365,225,138,2,0,0,0,122,63,44,0,1,162,202,0,
746,PENNSYLVANIA,Chester,2018,359,220,138,1,0,0,0,112,66,44,0,0,152,207,0,
747,PENNSYLVANIA,Clearfield,2018,343,320,22,1,0,0,0,101,46,33,0,0,343,0,0,
748,PENNSYLVANIA,Cumberland,2018,365,187,178,0,0,0,0,97,65,48,0,0,0,365,0,
749,PENNSYLVANIA,Dauphin,2018,365,222,142,1,0,0,0,108,69,44,0,0,130,234,1,
750,PENNSYLVANIA,Delaware,2018,365,95,264,6,0,0,0,143,76,56,0,1,42,322,0,
751,PENNSYLVANIA,Elk,2018,351,325,26,0,0,0,0,97,48,34,0,0,351,0,0,
752,PENNSYLVANIA,Erie,2018,365,224,141,0,0,0,0,84,63,44,0,5,148,212,0,
753,PENNSYLVANIA,Fayette,2018,228,155,72,1,0,0,0,105,60,42,0,1,105,122,0,
754,PENNSYLVANIA,Franklin,2018,353,343,10,0,0,0,0,74,44,32,0,0,353,0,0,
755,PENNSYLVANIA,Greene,2018,360,288,72,0,0,0,0,100,55,39,0,0,205,155,0,
756,PENNSYLVANIA,Indiana,2018,355,322,32,1,0,0,0,105,50,35,0,0,355,0,0,
757,PENNSYLVANIA,Lackawanna,2018,365,248,117,0,0,0,0,96,64,41,0,17,150,198,0,
758,PENNSYLVANIA,Lancaster,2018,365,167,193,5,0,0,0,126,75,52,0,0,107,258,0,
759,PENNSYLVANIA,Lawrence,2018,358,329,29,0,0,0,0,97,50,32,0,0,358,0,0,
760,PENNSYLVANIA,Lebanon,2018,365,206,157,2,0,0,0,101,69,47,0,0,119,246,0,
761,PENNSYLVANIA,Lehigh,2018,365,221,142,2,0,0,0,126,71,43,0,0,160,203,2,
762,PENNSYLVANIA,Luzerne,2018,365,340,24,1,0,0,0,101,48,32,0,0,354,0,11,
763,PENNSYLVANIA,Lycoming,2018,345,327,18,0,0,0,0,97,44,31,0,0,344,0,1,
764,PENNSYLVANIA,Mercer,2018,365,240,122,3,0,0,0,115,66,43,0,0,213,152,0,
